time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2025-09-09 18:00:00,26.9,91.0,0.3,14.1
2025-09-09 19:00:00,26.4,91.0,0.5,15.0
2025-09-09 20:00:00,25.9,96.0,1.0,12.1
2025-09-09 21:00:00,26.3,95.0,0.0,9.3
2025-09-09 22:00:00,26.1,95.0,0.3,8.3
2025-09-09 23:00:00,27.0,91.0,0.0,9.7
2025-09-10 00:00:00,25.9,95.0,1.0,8.8
2025-09-10 01:00:00,26.0,96.0,0.1,10.3
2025-09-10 02:00:00,26.0,95.0,0.1,12.2
2025-09-10 03:00:00,26.0,95.0,0.1,13.2
2025-09-10 04:00:00,25.2,96.0,4.5,10.9
2025-09-10 05:00:00,25.8,95.0,0.0,5.3
2025-09-10 06:00:00,25.6,96.0,0.1,9.2
2025-09-10 07:00:00,26.0,95.0,0.6,5.5
2025-09-10 08:00:00,26.3,94.0,0.8,7.9
2025-09-10 09:00:00,27.6,87.0,0.2,8.1
2025-09-10 10:00:00,28.6,80.0,0.3,7.6
2025-09-10 11:00:00,29.3,75.0,0.1,8.2
2025-09-10 12:00:00,29.8,72.0,0.1,9.6
2025-09-10 13:00:00,29.7,72.0,0.1,11.5
2025-09-10 14:00:00,29.7,72.0,0.1,11.4
2025-09-10 15:00:00,29.5,72.0,0.1,13.7
2025-09-10 16:00:00,28.8,78.0,0.1,14.8
2025-09-10 17:00:00,28.5,78.0,0.0,13.0
2025-09-10 18:00:00,28.3,77.0,0.0,8.3
2025-09-10 19:00:00,27.8,81.0,0.0,9.5
2025-09-10 20:00:00,27.6,82.0,0.0,6.8
2025-09-10 21:00:00,26.7,91.0,0.0,3.1
2025-09-10 22:00:00,26.7,90.0,0.0,2.6
2025-09-10 23:00:00,26.6,89.0,0.0,2.5
2025-09-11 00:00:00,26.3,89.0,0.0,2.3
2025-09-11 01:00:00,26.3,91.0,0.0,4.3
2025-09-11 02:00:00,26.4,88.0,0.0,2.6
2025-09-11 03:00:00,26.5,88.0,0.0,1.5
2025-09-11 04:00:00,26.3,88.0,0.0,1.8
2025-09-11 05:00:00,26.2,88.0,0.0,0.9
2025-09-11 06:00:00,26.1,87.0,0.0,0.8
2025-09-11 07:00:00,26.8,89.0,0.0,4.3
2025-09-11 08:00:00,27.9,83.0,0.0,5.4
2025-09-11 09:00:00,28.9,76.0,0.0,2.0
2025-09-11 10:00:00,29.6,71.0,0.0,4.5
2025-09-11 11:00:00,29.7,72.0,0.0,6.6
2025-09-11 12:00:00,29.7,73.0,0.0,8.0
2025-09-11 13:00:00,30.2,69.0,0.0,8.2
2025-09-11 14:00:00,30.0,72.0,0.0,8.5
2025-09-11 15:00:00,29.7,73.0,0.0,8.0
2025-09-11 16:00:00,28.9,78.0,0.0,9.8
2025-09-11 17:00:00,28.7,76.0,0.0,9.5
2025-09-11 18:00:00,28.0,81.0,0.0,7.9
2025-09-11 19:00:00,27.6,83.0,0.0,6.4
2025-09-11 20:00:00,27.5,84.0,0.0,4.8
2025-09-11 21:00:00,27.5,82.0,0.0,6.9
2025-09-11 22:00:00,27.6,82.0,0.0,8.2
2025-09-11 23:00:00,27.4,84.0,0.0,7.8
2025-09-12 00:00:00,27.6,83.0,0.0,7.1
2025-09-12 01:00:00,26.9,87.0,0.0,6.6
2025-09-12 02:00:00,26.7,87.0,0.0,6.5
2025-09-12 03:00:00,26.6,87.0,0.0,5.4
2025-09-12 04:00:00,26.5,88.0,0.0,5.4
2025-09-12 05:00:00,26.5,88.0,0.0,5.9
2025-09-12 06:00:00,26.4,89.0,0.0,6.0
2025-09-12 07:00:00,27.1,87.0,0.1,5.7
2025-09-12 08:00:00,27.8,84.0,0.2,6.4
2025-09-12 09:00:00,28.1,83.0,0.0,7.2
2025-09-12 10:00:00,28.7,79.0,0.0,5.4
2025-09-12 11:00:00,29.6,74.0,0.2,5.4
2025-09-12 12:00:00,30.3,68.0,0.1,6.5
2025-09-12 13:00:00,29.9,70.0,0.0,7.2
2025-09-12 14:00:00,30.2,67.0,0.0,7.5
2025-09-12 15:00:00,29.8,70.0,0.0,10.1
2025-09-12 16:00:00,29.5,71.0,0.0,8.0
2025-09-12 17:00:00,29.0,73.0,0.0,7.8
2025-09-12 18:00:00,28.2,78.0,0.0,6.9
2025-09-12 19:00:00,27.1,83.0,0.0,6.5
2025-09-12 20:00:00,27.2,82.0,0.0,8.5
2025-09-12 21:00:00,27.4,79.0,0.0,7.0
2025-09-12 22:00:00,27.3,80.0,0.0,7.0
2025-09-12 23:00:00,27.1,81.0,0.0,5.9
2025-09-13 00:00:00,26.8,83.0,0.0,5.8
2025-09-13 01:00:00,26.8,84.0,0.0,8.0
2025-09-13 02:00:00,26.9,83.0,0.0,8.4
2025-09-13 03:00:00,26.9,83.0,0.0,8.4
2025-09-13 04:00:00,26.5,86.0,0.0,5.1
2025-09-13 05:00:00,26.2,86.0,0.0,5.3
2025-09-13 06:00:00,26.2,87.0,0.0,7.1
2025-09-13 07:00:00,27.4,83.0,0.0,6.9
2025-09-13 08:00:00,28.1,78.0,0.0,8.0
2025-09-13 09:00:00,29.0,73.0,0.1,8.0
2025-09-13 10:00:00,29.6,69.0,0.1,8.1
2025-09-13 11:00:00,30.1,67.0,0.0,8.7
2025-09-13 12:00:00,30.3,67.0,0.0,9.3
2025-09-13 13:00:00,30.2,68.0,0.0,8.9
2025-09-13 14:00:00,30.1,69.0,0.0,8.5
2025-09-13 15:00:00,29.5,73.0,0.0,8.6
2025-09-13 16:00:00,29.3,73.0,0.0,9.2
2025-09-13 17:00:00,28.9,74.0,0.0,9.3
2025-09-13 18:00:00,28.3,78.0,0.0,9.3
2025-09-13 19:00:00,27.6,80.0,0.0,8.7
2025-09-13 20:00:00,27.5,81.0,0.0,8.5
2025-09-13 21:00:00,27.3,83.0,0.0,5.8
2025-09-13 22:00:00,27.1,84.0,0.0,5.4
2025-09-13 23:00:00,26.9,85.0,0.0,5.2
2025-09-14 00:00:00,26.6,86.0,0.0,5.7
2025-09-14 01:00:00,26.4,87.0,0.0,6.0
2025-09-14 02:00:00,26.2,87.0,0.0,4.9
2025-09-14 03:00:00,26.0,87.0,0.0,3.4
2025-09-14 04:00:00,26.0,86.0,0.0,2.7
2025-09-14 05:00:00,26.1,85.0,0.0,1.5
2025-09-14 06:00:00,26.0,85.0,0.0,1.0
2025-09-14 07:00:00,27.0,86.0,0.0,2.2
2025-09-14 08:00:00,28.0,79.0,0.0,3.1
2025-09-14 09:00:00,28.0,79.0,0.0,3.1
2025-09-14 10:00:00,28.0,79.0,0.0,3.1
2025-09-14 11:00:00,28.0,79.0,0.0,3.1
2025-09-14 12:00:00,28.0,79.0,0.0,3.1
2025-09-14 13:00:00,28.0,79.0,0.0,3.1
2025-09-14 14:00:00,28.0,79.0,0.0,3.1
2025-09-14 15:00:00,28.0,79.0,0.0,3.1
2025-09-14 16:00:00,28.0,79.0,0.0,3.1
2025-09-14 17:00:00,28.0,79.0,0.0,3.1
2025-09-14 18:00:00,28.0,79.0,0.0,3.1
2025-09-14 19:00:00,28.0,79.0,0.0,3.1
2025-09-14 20:00:00,28.0,79.0,0.0,3.1
2025-09-14 21:00:00,28.0,79.0,0.0,3.1
2025-09-14 22:00:00,28.0,79.0,0.0,3.1
2025-09-14 23:00:00,28.0,79.0,0.0,3.1
